timestamp,zone_id,time_of_day,current_count,flow_rate,average_velocity,occupancy_after_5_min
2026-01-18 14:28:00,Hall 2,14.47,1248,11.96,1.25,1315
2026-01-18 14:29:00,Hall 1,14.48,1173,8.14,1.2,1238
2026-01-18 14:30:00,Open Arena,14.5,1246,14.25,1.24,1324
2026-01-18 14:31:00,Hall 1,14.52,1314,0.55,1.19,1310
2026-01-18 14:32:00,Open Arena,14.53,1165,-0.25,1.1,1168
2026-01-18 14:33:00,Hall 2,14.55,1295,2.82,1.27,1283
2026-01-18 14:34:00,Hall 1,14.57,1230,14.19,1.21,1283
2026-01-18 14:35:00,Hall 3,14.58,1259,9.07,1.17,1272
2026-01-18 14:36:00,Hall 3,14.6,1260,-8.11,1.21,1250
2026-01-18 14:37:00,Hall 1,14.62,2699,120.0,1.1,3308
2026-01-18 14:38:00,Hall 3,14.63,1299,3.31,1.14,1325
2026-01-18 14:39:00,Hall 1,14.65,1317,14.36,1.15,1378
2026-01-18 14:40:00,Hall 2,14.67,1405,6.74,1.12,1432
2026-01-18 14:41:00,Hall 1,14.68,1438,12.68,1.2,1510
2026-01-18 14:42:00,Hall 1,14.7,1347,21.84,1.07,1466
2026-01-18 14:43:00,Hall 3,14.72,1410,6.87,1.18,1443
2026-01-18 14:44:00,Hall 3,14.73,1394,6.0,1.08,1391
2026-01-18 14:45:00,Hall 1,14.75,1366,6.62,1.1,1393
2026-01-18 14:46:00,Hall 1,14.77,1352,6.69,1.26,1372
2026-01-18 14:47:00,Hall 2,14.78,1381,-11.41,1.18,1350
2026-01-18 14:48:00,Hall 3,14.8,1398,4.46,1.1,1415
2026-01-18 14:49:00,Hall 3,14.82,1465,6.56,1.2,1506
2026-01-18 14:50:00,Hall 1,14.83,1531,0.39,1.17,1550
2026-01-18 14:51:00,Hall 3,14.85,1494,-2.39,1.19,1467
2026-01-18 14:52:00,Hall 2,14.87,1429,19.11,1.15,1519
2026-01-18 14:53:00,Hall 2,14.88,1412,1.5,1.19,1427
2026-01-18 14:54:00,Hall 2,14.9,1501,2.81,1.22,1528
2026-01-18 14:55:00,Hall 3,14.92,1440,16.58,1.18,1517
2026-01-18 14:56:00,Hall 1,14.93,1549,-8.91,1.18,1485
2026-01-18 14:57:00,Hall 2,14.95,1500,8.31,1.11,1554
2026-01-18 14:58:00,Hall 3,14.97,1532,6.36,1.2,1582
2026-01-18 14:59:00,Hall 1,14.98,1550,2.26,1.18,1560
2026-01-18 15:00:00,Hall 1,15.0,1550,12.03,1.17,1609
2026-01-18 15:01:00,Hall 1,15.02,1548,8.77,1.3,1596
2026-01-18 15:02:00,Hall 1,15.03,1520,8.28,1.17,1564
2026-01-18 15:03:00,Hall 3,15.05,1629,12.31,1.02,1694
2026-01-18 15:04:00,Hall 1,15.07,1592,3.4,1.2,1623
2026-01-18 15:05:00,Hall 1,15.08,1607,-1.02,1.28,1610
2026-01-18 15:06:00,Hall 3,15.1,1567,1.44,1.2,1559
2026-01-18 15:07:00,Hall 3,15.12,1565,-14.33,1.29,1473
2026-01-18 15:08:00,Hall 3,15.13,1571,-17.07,1.06,1489
2026-01-18 15:09:00,Hall 2,15.15,1592,13.13,1.11,1653
2026-01-18 15:10:00,Hall 3,15.17,1705,-2.61,1.06,1703
2026-01-18 15:11:00,Open Arena,15.18,1618,-16.17,1.21,1509
2026-01-18 15:12:00,Open Arena,15.2,1719,20.47,1.1,1819
2026-01-18 15:13:00,Hall 1,15.22,1659,0.87,1.26,1628
2026-01-18 15:14:00,Hall 1,15.23,1773,3.95,1.16,1792
2026-01-18 15:15:00,Hall 1,15.25,1623,-4.59,1.12,1608
2026-01-18 15:16:00,Hall 3,15.27,1717,14.59,1.24,1771
2026-01-18 15:17:00,Open Arena,15.28,1711,2.39,1.09,1722
2026-01-18 15:18:00,Hall 3,15.3,1742,-1.94,1.19,1736
2026-01-18 15:19:00,Hall 2,15.32,1789,1.14,1.11,1792
2026-01-18 15:20:00,Hall 2,15.33,1805,-14.15,1.2,1716
2026-01-18 15:21:00,Hall 3,15.35,1765,17.37,1.28,1890
2026-01-18 15:22:00,Open Arena,15.37,1785,11.75,0.99,1834
2026-01-18 15:23:00,Hall 1,15.38,1739,1.52,1.2,1739
2026-01-18 15:24:00,Hall 1,15.4,1830,20.68,0.96,1921
2026-01-18 15:25:00,Hall 2,15.42,3052,-50.0,0.83,2798
2026-01-18 15:26:00,Hall 3,15.43,1771,5.82,1.04,1812
2026-01-18 15:27:00,Hall 2,15.45,1780,3.13,1.3,1793
2026-01-18 15:28:00,Hall 2,15.47,1820,22.21,0.91,1924
2026-01-18 15:29:00,Hall 3,15.48,1767,1.6,0.98,1762
2026-01-18 15:30:00,Hall 2,15.5,1889,12.52,1.26,1963
2026-01-18 15:31:00,Hall 3,15.52,1893,37.91,1.08,2078
2026-01-18 15:32:00,Hall 1,15.53,1896,6.59,1.25,1928
2026-01-18 15:33:00,Open Arena,15.55,1824,15.81,1.09,1894
2026-01-18 15:34:00,Open Arena,15.57,1886,3.89,0.9,1915
2026-01-18 15:35:00,Hall 1,15.58,1900,-3.3,1.19,1889
2026-01-18 15:36:00,Hall 2,15.6,3818,-50.0,0.66,3553
2026-01-18 15:37:00,Hall 1,15.62,1941,6.71,1.01,1995
2026-01-18 15:38:00,Hall 2,15.63,1968,12.61,1.07,2011
2026-01-18 15:39:00,Hall 2,15.65,1887,24.43,1.14,1999
2026-01-18 15:40:00,Hall 2,15.67,1941,-16.22,0.93,1883
2026-01-18 15:41:00,Hall 2,15.68,1962,-3.09,1.16,1935
2026-01-18 15:42:00,Hall 2,15.7,2006,-9.99,0.83,1972
2026-01-18 15:43:00,Hall 2,15.72,1944,-0.56,1.07,1926
2026-01-18 15:44:00,Hall 2,15.73,2007,25.87,0.97,2151
2026-01-18 15:45:00,Hall 1,15.75,1907,-9.98,0.98,1867
2026-01-18 15:46:00,Hall 3,15.77,2010,8.96,1.04,2059
2026-01-18 15:47:00,Hall 2,15.78,2056,-0.84,0.91,2038
2026-01-18 15:48:00,Hall 2,15.8,2037,10.03,0.79,2088
2026-01-18 15:49:00,Hall 3,15.82,2033,-1.31,1.19,2020
2026-01-18 15:50:00,Open Arena,15.83,2113,1.99,0.98,2137
2026-01-18 15:51:00,Hall 3,15.85,2116,18.66,1.01,2176
2026-01-18 15:52:00,Hall 2,15.87,2160,18.46,1.06,2241
2026-01-18 15:53:00,Hall 1,15.88,2068,1.5,1.09,2060
2026-01-18 15:54:00,Hall 3,15.9,2131,18.18,0.95,2232
2026-01-18 15:55:00,Open Arena,15.92,2096,-1.08,1.1,2080
2026-01-18 15:56:00,Open Arena,15.93,2087,5.05,1.1,2097
2026-01-18 15:57:00,Hall 1,15.95,2126,-9.61,1.14,2081
2026-01-18 15:58:00,Hall 3,15.97,2125,7.96,0.94,2156
2026-01-18 15:59:00,Hall 2,15.98,2157,25.17,1.06,2285
2026-01-18 16:00:00,Hall 3,16.0,2158,9.82,1.17,2216
2026-01-18 16:01:00,Open Arena,16.02,2215,23.05,0.91,2316
2026-01-18 16:02:00,Open Arena,16.03,2200,9.02,1.09,2228
2026-01-18 16:03:00,Hall 3,16.05,2128,17.38,1.05,2196
2026-01-18 16:04:00,Hall 1,16.07,2217,16.11,0.97,2283
2026-01-18 16:05:00,Hall 2,16.08,2163,2.46,0.99,2192
2026-01-18 16:06:00,Hall 2,16.1,2246,0.4,0.91,2237
2026-01-18 16:07:00,Open Arena,16.12,2242,-0.79,1.09,2248
2026-01-18 16:08:00,Open Arena,16.13,2349,8.52,0.85,2386
2026-01-18 16:09:00,Open Arena,16.15,2180,14.73,0.79,2257
2026-01-18 16:10:00,Open Arena,16.17,2200,5.82,0.97,2224
2026-01-18 16:11:00,Hall 2,16.18,2267,15.68,1.08,2339
2026-01-18 16:12:00,Hall 3,16.2,2261,20.61,0.99,2351
2026-01-18 16:13:00,Open Arena,16.22,2289,-1.32,0.89,2313
2026-01-18 16:14:00,Open Arena,16.23,2237,8.06,1.01,2283
2026-01-18 16:15:00,Hall 2,16.25,2240,18.13,1.13,2348
2026-01-18 16:16:00,Hall 2,16.27,2219,10.76,0.92,2300
2026-01-18 16:17:00,Hall 2,16.28,2295,2.5,0.83,2296
2026-01-18 16:18:00,Hall 3,16.3,2241,-3.79,1.01,2237
2026-01-18 16:19:00,Hall 2,16.32,2219,-0.66,1.14,2228
2026-01-18 16:20:00,Hall 2,16.33,2242,7.96,0.93,2256
2026-01-18 16:21:00,Hall 2,16.35,2332,10.1,0.67,2369
2026-01-18 16:22:00,Hall 3,16.37,2194,2.53,0.98,2186
2026-01-18 16:23:00,Hall 1,16.38,2315,-0.72,1.06,2308
2026-01-18 16:24:00,Hall 2,16.4,2336,4.57,0.82,2363
2026-01-18 16:25:00,Hall 2,16.42,2292,0.13,1.1,2280
2026-01-18 16:26:00,Hall 1,16.43,2395,14.5,0.87,2466
2026-01-18 16:27:00,Hall 2,16.45,2385,-9.85,0.87,2333
2026-01-18 16:28:00,Hall 2,16.47,2265,2.13,0.94,2275
2026-01-18 16:29:00,Hall 1,16.48,2378,-2.29,0.96,2398
2026-01-18 16:30:00,Hall 1,16.5,2359,-3.4,0.89,2353
2026-01-18 16:31:00,Hall 3,16.52,2278,-6.2,1.01,2273
2026-01-18 16:32:00,Hall 3,16.53,2302,12.74,1.09,2340
2026-01-18 16:33:00,Hall 1,16.55,2377,7.43,0.99,2413
2026-01-18 16:34:00,Hall 3,16.57,2347,6.89,0.86,2371
2026-01-18 16:35:00,Hall 2,16.58,2346,-12.54,1.18,2273
2026-01-18 16:36:00,Hall 3,16.6,2389,-12.88,1.2,2354
2026-01-18 16:37:00,Open Arena,16.62,2365,5.32,0.78,2417
2026-01-18 16:38:00,Open Arena,16.63,2418,1.08,1.01,2443
2026-01-18 16:39:00,Hall 2,16.65,2418,-3.33,0.77,2385
2026-01-18 16:40:00,Hall 2,16.67,2409,7.28,0.82,2466
2026-01-18 16:41:00,Hall 1,16.68,2427,6.91,0.97,2445
2026-01-18 16:42:00,Hall 2,16.7,2410,5.6,0.74,2412
2026-01-18 16:43:00,Hall 1,16.72,2406,-18.45,0.99,2312
2026-01-18 16:44:00,Hall 3,16.73,2362,-6.84,0.99,2337
2026-01-18 16:45:00,Hall 3,16.75,2412,14.48,1.05,2489
2026-01-18 16:46:00,Hall 3,16.77,2434,16.79,1.0,2527
2026-01-18 16:47:00,Hall 3,16.78,2367,6.93,0.98,2386
2026-01-18 16:48:00,Hall 2,16.8,2379,-10.51,1.03,2317
2026-01-18 16:49:00,Hall 3,16.82,2398,7.58,0.93,2443
2026-01-18 16:50:00,Open Arena,16.83,2409,-2.9,0.93,2377
2026-01-18 16:51:00,Hall 1,16.85,2345,20.58,1.13,2456
2026-01-18 16:52:00,Open Arena,16.87,2372,6.12,1.11,2385
2026-01-18 16:53:00,Hall 3,16.88,2439,1.85,1.23,2460
2026-01-18 16:54:00,Hall 3,16.9,2423,12.86,1.18,2510
2026-01-18 16:55:00,Hall 2,16.92,2301,8.58,0.98,2357
2026-01-18 16:56:00,Hall 3,16.93,2344,-0.39,1.01,2322
2026-01-18 16:57:00,Hall 2,16.95,2370,12.09,1.19,2433
2026-01-18 16:58:00,Hall 1,16.97,2469,-7.24,0.76,2436
2026-01-18 16:59:00,Hall 1,16.98,2378,2.43,1.12,2393
2026-01-18 17:00:00,Hall 3,17.0,2511,-48.88,0.95,2267
2026-01-18 17:01:00,Hall 2,17.02,2462,-67.84,1.08,2110
2026-01-18 17:02:00,Hall 1,17.03,2362,-18.85,1.0,2276
2026-01-18 17:03:00,Hall 1,17.05,2399,-44.29,1.1,2177
2026-01-18 17:04:00,Open Arena,17.07,2508,-61.89,1.03,2213
2026-01-18 17:05:00,Hall 1,17.08,2388,-16.61,0.82,2301
2026-01-18 17:06:00,Open Arena,17.1,2349,-52.76,0.88,2091
2026-01-18 17:07:00,Hall 3,17.12,2372,-20.48,0.94,2254
2026-01-18 17:08:00,Hall 3,17.13,2380,-70.07,1.03,2016
2026-01-18 17:09:00,Hall 1,17.15,2411,-62.49,1.05,2075
2026-01-18 17:10:00,Open Arena,17.17,2339,-14.4,1.07,2267
2026-01-18 17:11:00,Hall 2,17.18,2341,-64.07,1.01,2039
2026-01-18 17:12:00,Open Arena,17.2,2398,-46.69,1.05,2177
2026-01-18 17:13:00,Hall 2,17.22,2389,-5.67,1.09,2354
2026-01-18 17:14:00,Hall 3,17.23,2329,-10.87,0.9,2268
2026-01-18 17:15:00,Hall 1,17.25,2454,-68.09,1.01,2105
2026-01-18 17:16:00,Open Arena,17.27,2404,-21.16,0.93,2279
2026-01-18 17:17:00,Open Arena,17.28,2333,-31.49,0.85,2161
2026-01-18 17:18:00,Hall 3,17.3,2311,-48.36,0.81,2063
2026-01-18 17:19:00,Hall 3,17.32,2429,-40.54,0.95,2209
2026-01-18 17:20:00,Hall 3,17.33,2400,-28.9,1.18,2262
2026-01-18 17:21:00,Hall 1,17.35,2358,-69.8,0.97,2045
2026-01-18 17:22:00,Hall 3,17.37,2358,-24.35,0.79,2243
2026-01-18 17:23:00,Hall 2,17.38,2346,-33.19,1.03,2187
2026-01-18 17:24:00,Hall 1,17.4,2350,-12.74,0.9,2272
2026-01-18 17:25:00,Hall 1,17.42,2240,-60.59,1.09,1926
2026-01-18 17:26:00,Hall 3,17.43,2337,-25.3,1.09,2228
2026-01-18 17:27:00,Hall 1,17.45,2315,-23.38,0.93,2195
2026-01-18 17:28:00,Hall 3,17.47,2345,-19.81,1.01,2245
2026-01-18 17:29:00,Hall 2,17.48,2388,-2.96,1.0,2368
2026-01-18 17:30:00,Open Arena,17.5,2302,-70.54,0.9,1962
2026-01-18 17:31:00,Hall 2,17.52,2380,-69.42,0.95,2033
2026-01-18 17:32:00,Hall 2,17.53,2259,-66.25,0.97,1962
2026-01-18 17:33:00,Hall 3,17.55,2316,-63.4,0.91,2009
2026-01-18 17:34:00,Hall 2,17.57,2320,-54.64,1.09,2051
2026-01-18 17:35:00,Hall 1,17.58,2264,-35.1,0.82,2095
2026-01-18 17:36:00,Hall 2,17.6,2162,-15.08,0.99,2109
2026-01-18 17:37:00,Hall 1,17.62,2262,-68.25,0.87,1923
2026-01-18 17:38:00,Open Arena,17.63,2263,-20.16,0.99,2134
2026-01-18 17:39:00,Hall 1,17.65,2280,-72.75,0.8,1902
2026-01-18 17:40:00,Open Arena,17.67,2322,-62.07,0.89,2010
2026-01-18 17:41:00,Hall 1,17.68,2176,-52.4,1.09,1912
2026-01-18 17:42:00,Hall 1,17.7,2234,-5.95,1.19,2197
2026-01-18 17:43:00,Open Arena,17.72,2237,-56.86,1.02,1961
2026-01-18 17:44:00,Hall 3,17.73,2204,-65.49,1.13,1861
2026-01-18 17:45:00,Hall 1,17.75,2196,-74.16,0.94,1813
2026-01-18 17:46:00,Hall 3,17.77,2334,-65.02,0.84,2019
2026-01-18 17:47:00,Hall 3,17.78,2183,-49.9,1.01,1954
2026-01-18 17:48:00,Hall 3,17.8,2169,-81.16,0.89,1760
2026-01-18 17:49:00,Hall 2,17.82,2232,-55.26,0.93,1951
2026-01-18 17:50:00,Hall 3,17.83,2248,-63.42,1.11,1935
2026-01-18 17:51:00,Hall 1,17.85,2218,-29.67,1.06,2060
2026-01-18 17:52:00,Hall 2,17.87,2211,-70.45,1.02,1867
2026-01-18 17:53:00,Open Arena,17.88,2253,-21.38,1.02,2160
2026-01-18 17:54:00,Hall 1,17.9,2225,-55.19,0.9,1948
2026-01-18 17:55:00,Hall 1,17.92,4109,120.0,0.61,4703
2026-01-18 17:56:00,Open Arena,17.93,2115,-46.11,1.08,1876
2026-01-18 17:57:00,Hall 3,17.95,2190,-74.23,0.95,1822
2026-01-18 17:58:00,Hall 2,17.97,2119,-74.83,1.2,1717
2026-01-18 17:59:00,Hall 2,17.98,2201,-24.07,1.02,2099
2026-01-18 18:00:00,Open Arena,18.0,2211,-37.78,0.99,2007
2026-01-18 18:01:00,Open Arena,18.02,2148,-42.91,0.78,1920
2026-01-18 18:02:00,Open Arena,18.03,2077,-38.31,1.06,1907
2026-01-18 18:03:00,Hall 1,18.05,2159,-32.21,0.9,2004
2026-01-18 18:04:00,Hall 2,18.07,2076,-49.97,1.26,1835
2026-01-18 18:05:00,Open Arena,18.08,2048,-28.26,1.07,1894
2026-01-18 18:06:00,Open Arena,18.1,2069,-57.12,1.12,1781
2026-01-18 18:07:00,Hall 2,18.12,2089,-27.2,1.0,1943
2026-01-18 18:08:00,Hall 2,18.13,2068,-48.29,0.91,1832
2026-01-18 18:09:00,Open Arena,18.15,1973,-38.6,0.91,1760
2026-01-18 18:10:00,Open Arena,18.17,2091,-54.94,0.93,1825
2026-01-18 18:11:00,Hall 1,18.18,2061,-28.78,1.18,1930
2026-01-18 18:12:00,Hall 3,18.2,2015,-58.62,1.16,1717
2026-01-18 18:13:00,Open Arena,18.22,1985,-67.26,1.0,1672
2026-01-18 18:14:00,Open Arena,18.23,2028,-72.7,1.09,1689
2026-01-18 18:15:00,Hall 2,18.25,2008,-86.24,1.16,1587
2026-01-18 18:16:00,Open Arena,18.27,2036,-49.78,0.91,1784
2026-01-18 18:17:00,Open Arena,18.28,2029,-46.73,0.97,1800
2026-01-18 18:18:00,Hall 3,18.3,1968,-55.02,1.07,1698
2026-01-18 18:19:00,Hall 3,18.32,1926,-51.94,1.21,1666
2026-01-18 18:20:00,Hall 3,18.33,1967,-64.55,1.13,1656
2026-01-18 18:21:00,Hall 3,18.35,1945,-47.97,1.04,1720
2026-01-18 18:22:00,Hall 2,18.37,1930,-4.23,1.12,1911
2026-01-18 18:23:00,Hall 2,18.38,1990,-44.19,1.1,1789
2026-01-18 18:24:00,Open Arena,18.4,1938,-63.41,1.04,1638
2026-01-18 18:25:00,Hall 3,18.42,1931,-60.12,1.04,1612
2026-01-18 18:26:00,Hall 2,18.43,1892,-62.87,0.95,1576
2026-01-18 18:27:00,Hall 3,18.45,1834,-70.63,1.16,1467
2026-01-18 18:28:00,Hall 1,18.47,1829,-63.26,1.04,1509
2026-01-18 18:29:00,Hall 2,18.48,1837,-48.17,1.18,1586
2026-01-18 18:30:00,Open Arena,18.5,1880,-46.78,1.09,1643
2026-01-18 18:31:00,Hall 3,18.52,1879,-31.34,1.0,1720
2026-01-18 18:32:00,Hall 1,18.53,1866,-57.84,1.14,1555
2026-01-18 18:33:00,Hall 2,18.55,1833,-58.2,0.94,1542
2026-01-18 18:34:00,Open Arena,18.57,1831,-64.01,1.18,1509
2026-01-18 18:35:00,Hall 1,18.58,1666,-40.12,1.09,1451
2026-01-18 18:36:00,Hall 3,18.6,1794,-27.05,0.99,1654
2026-01-18 18:37:00,Hall 2,18.62,1789,-36.05,1.09,1618
2026-01-18 18:38:00,Hall 3,18.63,1777,-56.52,1.0,1502
2026-01-18 18:39:00,Hall 2,18.65,1776,-29.59,1.33,1632
2026-01-18 18:40:00,Hall 2,18.67,1720,-44.77,1.17,1477
2026-01-18 18:41:00,Hall 2,18.68,1762,-38.38,1.19,1591
2026-01-18 18:42:00,Hall 1,18.7,1704,-47.63,0.97,1437
2026-01-18 18:43:00,Open Arena,18.72,1691,-66.83,1.17,1365
2026-01-18 18:44:00,Open Arena,18.73,1691,-50.62,0.97,1454
2026-01-18 18:45:00,Hall 3,18.75,1649,-55.06,1.09,1380
2026-01-18 18:46:00,Hall 3,18.77,1618,-55.2,1.01,1354
2026-01-18 18:47:00,Hall 3,18.78,1726,-60.51,1.14,1431
2026-01-18 18:48:00,Hall 2,18.8,1768,-48.11,1.15,1525
2026-01-18 18:49:00,Hall 2,18.82,1558,-31.59,1.03,1395
2026-01-18 18:50:00,Hall 3,18.83,1702,-18.47,1.05,1614
2026-01-18 18:51:00,Hall 1,18.85,1634,-16.14,1.13,1561
2026-01-18 18:52:00,Hall 3,18.87,1577,-83.59,1.34,1160
2026-01-18 18:53:00,Hall 3,18.88,1614,-64.02,1.22,1306
2026-01-18 18:54:00,Hall 1,18.9,1585,-40.13,1.3,1405
2026-01-18 18:55:00,Hall 1,18.92,1487,-79.83,1.2,1090
2026-01-18 18:56:00,Hall 1,18.93,1615,-50.63,1.16,1365
2026-01-18 18:57:00,Hall 1,18.95,1661,-57.75,1.14,1362
2026-01-18 18:58:00,Open Arena,18.97,1550,-39.31,1.08,1355
2026-01-18 18:59:00,Hall 3,18.98,1470,-49.44,1.08,1212
2026-01-18 19:00:00,Hall 1,19.0,1471,-20.12,1.09,1366
2026-01-18 19:01:00,Hall 1,19.02,1526,-16.13,1.21,1446
2026-01-18 19:02:00,Hall 1,19.03,1564,-41.43,1.22,1350
2026-01-18 19:03:00,Hall 2,19.05,1411,-10.3,1.15,1363
2026-01-18 19:04:00,Hall 3,19.07,1491,-6.23,1.23,1459
2026-01-18 19:05:00,Hall 3,19.08,1480,-32.98,1.34,1320
2026-01-18 19:06:00,Hall 3,19.1,1463,-73.45,1.22,1088
2026-01-18 19:07:00,Hall 3,19.12,1466,-49.74,1.21,1209
2026-01-18 19:08:00,Hall 3,19.13,1405,-40.62,1.2,1221
2026-01-18 19:09:00,Open Arena,19.15,1428,-88.2,1.09,986
2026-01-18 19:10:00,Hall 2,19.17,1356,-69.32,1.24,1033
2026-01-18 19:11:00,Hall 3,19.18,1473,-49.46,1.09,1226
2026-01-18 19:12:00,Open Arena,19.2,1383,-62.66,1.11,1049
2026-01-18 19:13:00,Hall 2,19.22,1324,-48.19,1.34,1046
2026-01-18 19:14:00,Hall 3,19.23,1443,-55.55,1.44,1148
2026-01-18 19:15:00,Hall 3,19.25,1402,-85.74,1.04,976
2026-01-18 19:16:00,Hall 2,19.27,1439,-61.7,1.26,1132
2026-01-18 19:17:00,Hall 3,19.28,1425,-66.13,1.21,1107
2026-01-18 19:18:00,Open Arena,19.3,1365,-5.46,0.96,1338
2026-01-18 19:19:00,Hall 2,19.32,1335,-66.26,1.13,1029
2026-01-18 19:20:00,Hall 3,19.33,1335,-59.37,1.02,1029
2026-01-18 19:21:00,Hall 1,19.35,1275,-19.1,1.16,1189
2026-01-18 19:22:00,Open Arena,19.37,1251,-76.58,1.26,859
2026-01-18 19:23:00,Hall 3,19.38,1323,-34.25,1.07,1174
2026-01-18 19:24:00,Hall 2,19.4,1293,-59.19,1.2,1009
2026-01-18 19:25:00,Hall 2,19.42,1222,-67.8,1.28,894
2026-01-18 19:26:00,Hall 1,19.43,1272,-12.89,1.16,1191
2026-01-18 19:27:00,Hall 2,19.45,1194,-30.63,1.18,1032
2026-01-18 19:28:00,Hall 3,19.47,1278,-75.99,1.17,911
2026-01-18 19:29:00,Hall 2,19.48,1206,-61.61,1.29,900
2026-01-18 19:30:00,Hall 1,19.5,1203,-10.87,1.17,1153
2026-01-18 19:31:00,Hall 2,19.52,1200,-5.83,1.3,1174
2026-01-18 19:32:00,Open Arena,19.53,1148,6.43,1.12,1186
2026-01-18 19:33:00,Hall 1,19.55,1183,3.99,1.13,1223
2026-01-18 19:34:00,Hall 3,19.57,1177,0.08,1.26,1192
2026-01-18 19:35:00,Hall 1,19.58,1158,16.89,1.36,1211
2026-01-18 19:36:00,Hall 3,19.6,1163,-9.44,1.32,1109
2026-01-18 19:37:00,Hall 2,19.62,1121,24.43,1.32,1245
2026-01-18 19:38:00,Open Arena,19.63,1129,5.28,1.09,1159
2026-01-18 19:39:00,Hall 2,19.65,1099,-4.23,1.28,1055
2026-01-18 19:40:00,Hall 1,19.67,1087,12.93,1.23,1149
2026-01-18 19:41:00,Hall 2,19.68,1066,-1.58,1.45,1080
2026-01-18 19:42:00,Hall 3,19.7,1035,-14.03,1.37,970
2026-01-18 19:43:00,Hall 3,19.72,1079,19.24,1.19,1187
2026-01-18 19:44:00,Hall 2,19.73,1079,9.56,1.23,1110
2026-01-18 19:45:00,Hall 3,19.75,1074,10.27,1.33,1116
2026-01-18 19:46:00,Hall 2,19.77,1130,4.08,1.42,1144
2026-01-18 19:47:00,Open Arena,19.78,1010,13.53,1.32,1091
2026-01-18 19:48:00,Hall 2,19.8,993,-2.29,1.28,969
2026-01-18 19:49:00,Hall 1,19.82,963,-8.95,1.3,902
2026-01-18 19:50:00,Hall 3,19.83,1011,12.07,1.33,1068
2026-01-18 19:51:00,Hall 3,19.85,983,5.23,1.33,1017
2026-01-18 19:52:00,Hall 1,19.87,988,-2.02,1.32,968
2026-01-18 19:53:00,Hall 1,19.88,956,13.21,1.24,1040
2026-01-18 19:54:00,Open Arena,19.9,884,-10.6,1.42,829
2026-01-18 19:55:00,Hall 1,19.92,861,9.4,1.44,902
2026-01-18 19:56:00,Hall 1,19.93,1019,1.63,1.03,1037
2026-01-18 19:57:00,Open Arena,19.95,952,7.93,1.27,1014
2026-01-18 19:58:00,Open Arena,19.97,967,12.64,1.4,998
2026-01-18 19:59:00,Hall 1,19.98,979,7.79,1.27,1030
2026-01-18 20:00:00,Hall 2,20.0,942,27.44,1.38,1087
2026-01-18 20:01:00,Hall 2,20.02,908,-7.23,1.3,873
2026-01-18 20:02:00,Hall 2,20.03,901,1.06,1.54,933
2026-01-18 20:03:00,Hall 2,20.05,839,2.03,1.23,844
2026-01-18 20:04:00,Hall 1,20.07,849,4.08,1.23,855
2026-01-18 20:05:00,Open Arena,20.08,876,-13.38,1.31,784
2026-01-18 20:06:00,Open Arena,20.1,840,-14.54,1.26,778
2026-01-18 20:07:00,Hall 2,20.12,833,1.67,1.4,845
2026-01-18 20:08:00,Hall 2,20.13,949,18.5,1.31,1029
2026-01-18 20:09:00,Hall 3,20.15,832,13.22,1.26,884
2026-01-18 20:10:00,Hall 2,20.17,890,5.13,1.21,944
2026-01-18 20:11:00,Hall 2,20.18,947,-5.67,1.26,931
2026-01-18 20:12:00,Hall 2,20.2,904,6.22,1.23,918
2026-01-18 20:13:00,Hall 3,20.22,808,-7.71,1.34,760
2026-01-18 20:14:00,Hall 2,20.23,700,-18.85,1.21,603
2026-01-18 20:15:00,Hall 2,20.25,758,2.85,1.42,782
2026-01-18 20:16:00,Hall 2,20.27,829,-0.17,1.42,816
2026-01-18 20:17:00,Open Arena,20.28,775,-0.14,1.23,778
2026-01-18 20:18:00,Open Arena,20.3,680,7.11,1.31,693
2026-01-18 20:19:00,Hall 2,20.32,766,6.93,1.39,777
2026-01-18 20:20:00,Hall 3,20.33,800,3.87,1.3,848
2026-01-18 20:21:00,Hall 1,20.35,695,5.83,1.31,727
2026-01-18 20:22:00,Open Arena,20.37,746,-16.62,1.35,662
2026-01-18 20:23:00,Open Arena,20.38,658,0.45,1.47,664
2026-01-18 20:24:00,Open Arena,20.4,799,-4.11,1.35,757
2026-01-18 20:25:00,Hall 1,20.42,631,0.1,1.48,610
2026-01-18 20:26:00,Open Arena,20.43,720,19.24,1.32,796
2026-01-18 20:27:00,Hall 1,20.45,658,2.79,1.58,676
2026-01-18 20:28:00,Hall 2,20.47,622,0.59,1.27,629
2026-01-18 20:29:00,Hall 2,20.48,723,15.51,1.29,791
2026-01-18 20:30:00,Hall 3,20.5,718,4.83,1.45,744
2026-01-18 20:31:00,Hall 3,20.52,531,9.26,1.48,552
2026-01-18 20:32:00,Open Arena,20.53,606,17.13,1.55,684
2026-01-18 20:33:00,Hall 1,20.55,651,10.44,1.42,711
2026-01-18 20:34:00,Open Arena,20.57,613,3.98,1.46,631
2026-01-18 20:35:00,Hall 1,20.58,655,-12.15,1.43,602
2026-01-18 20:36:00,Hall 2,20.6,601,9.89,1.32,630
2026-01-18 20:37:00,Hall 2,20.62,613,12.22,1.43,670
2026-01-18 20:38:00,Open Arena,20.63,597,6.15,1.26,629
2026-01-18 20:39:00,Hall 2,20.65,647,0.61,1.35,664
2026-01-18 20:40:00,Hall 3,20.67,561,9.03,1.4,622
2026-01-18 20:41:00,Open Arena,20.68,564,-10.36,1.34,517
